timestamp,emotion,confidence,angry,disgust,fear,happy,sad,surprise,neutral
2025-04-02 19:56:19,Angry,0.6242550015449524,62.42550015449524,4.278770740495652e-09,0.00019617882571765222,0.04477832408156246,1.4975515194237232,1.4001403003931046,34.63182747364044
2025-04-02 19:56:20,Neutral,0.9999982118606567,4.461034848191048e-05,2.6578802545381145e-22,7.12618072190585e-10,2.5903563738438606e-06,0.00012961080528839375,5.610164026045861e-11,99.99982118606567
2025-04-02 19:56:21,Fear,0.7227844595909119,0.12064669281244278,1.9856874478030306e-08,72.27844595909119,0.009026123734656721,26.04467272758484,0.24982430040836334,1.2973865494132042
2025-04-02 19:56:22,Neutral,0.9683482628076233,1.144265358553252,1.8273007530461153e-07,0.11707726632519164,0.7836981212316824,0.14542742567821895,0.9747055008831919,96.83482628076233
2025-04-02 19:56:23,Neutral,0.9998942017492176,0.004585622355555958,2.1875683889967211e-16,1.7464073895462703e-06,0.004161244098860419,0.0018309480947145988,8.21508865494393e-07,99.98942017492176
2025-04-02 19:56:24,Neutral,0.9971428516932903,0.0001063991690480617,1.5719987287407841e-18,4.1919960279555625e-07,0.2822358988912822,0.0033687043091569545,3.8913698176738483e-08,99.71428516932903
2025-04-02 19:56:25,Neutral,0.7352039498333872,0.03916357703314895,1.3786883435984817e-10,0.00023639941535779523,26.428574493953526,0.009482576972823453,0.002152072813329585,73.52039498333872
2025-04-02 19:56:26,Neutral,0.9861686825752258,0.00042105684769921936,3.0892866538250634e-14,1.9996515554510097e-07,1.3798361644148827,0.002866719114535954,8.56984740948974e-06,98.61686825752258
2025-04-02 19:56:27,Neutral,0.967867374420166,0.020753491844516248,1.5751073962561247e-14,1.8602190010597042e-06,3.189815580844879,0.002567791671026498,0.00012515162097770371,96.7867374420166
2025-04-02 19:56:28,Neutral,0.9752488732337952,0.0011204300790268462,1.900164495396639e-14,1.939632099379196e-06,2.4697378277778625,0.003377344910404645,0.0008735076335142367,97.52488732337952
2025-04-02 19:56:29,Happy,0.981340765953064,0.0002045295332209207,9.480131089867339e-10,0.003228756759199314,98.1340765953064,0.00894627592060715,2.01961878332213e-06,1.853543147444725
2025-04-02 19:56:30,Neutral,0.9974734781666683,0.06211444058020059,5.642566557445395e-12,0.0019283791756408916,0.09277134056889061,0.0953026929398741,0.00053276229201866,99.74734781666683
2025-04-02 19:56:31,Neutral,0.9975382089614868,6.487704817814688e-09,1.4920512079862306e-24,3.64678746185218e-11,0.24617607705295086,5.94034972323243e-06,6.211480982343254e-11,99.75382089614868
2025-04-02 19:56:32,Happy,0.9877350323042293,8.826288479637655e-12,5.874727089864419e-29,4.513632380670728e-14,98.77350323042293,4.668343767810554e-08,8.0111062731279e-14,1.2264983528255435
2025-04-02 19:56:33,Happy,0.9993842840194702,8.760261396498215e-12,2.6500905812775195e-25,8.070296140345531e-13,99.93842840194702,1.827119455732884e-07,1.1263169894361671e-11,0.06157236057333648
2025-04-02 19:56:34,Happy,0.8445941395051313,8.279764774873385e-08,6.613377139651364e-23,6.819495326715069e-12,84.45941395051312,3.1910530855086926e-06,8.637978191066324e-09,15.540575618675277
2025-04-02 19:56:35,Happy,0.7977024196208966,2.8537663843223216e-11,1.023372909232696e-26,9.889202363469365e-14,79.77024196208966,4.2932357452355896e-08,4.7438574995272267e-11,20.229756547794135
