mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.2603391806284587,0.007170554347580805,0.022310256958007812,7.613309155690084e-05,0.05,3,100,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.5151750972762645,0.5035019455252918,0.5194704049844237,0.51271581592866,0.006747047400381441,9,0.553133514986376,0.555858310626703,0.5622568093385214,0.5570828783172,0.0038238984889271727
0.47279588381449383,0.04459719620759331,0.04364323616027832,0.007141169815755836,0.05,3,200,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",0.5073929961089494,0.511284046692607,0.5225856697819314,0.5137542375278293,0.006443638485888887,8,0.5729855975087583,0.5710393149085247,0.5747081712062256,0.5729110278745029,0.0014987321544247029
0.43852607409159344,0.04142326989214756,0.039594411849975586,0.0018749904341771105,0.05,5,100,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.5221789883268483,0.5097276264591439,0.5334890965732088,0.521798570453067,0.009704308452586687,1,0.6103542234332425,0.6173608407940833,0.6233463035019455,0.6170204559097571,0.005309452735766388
0.8778651555379232,0.04658837735777717,0.08017134666442871,0.013371542079280388,0.05,5,200,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200}",0.5159533073929962,0.5190661478599222,0.5210280373831776,0.5186824975453653,0.0020894356161742854,5,0.6590112884390813,0.6632931101595951,0.6719844357976654,0.6647629447987806,0.005397280086413694
0.7861604690551758,0.025280503736313728,0.05311179161071777,0.0008116342746123947,0.05,7,100,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100}",0.5190661478599222,0.51284046692607,0.5295950155763239,0.5205005434541053,0.006914807452556222,3,0.7247956403269755,0.7423121837290775,0.7311284046692607,0.7327454095751046,0.007241931226708929
1.280276854832967,0.08019872321994095,0.09595688184102376,0.009045590548184589,0.05,7,200,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200}",0.5097276264591439,0.5019455252918288,0.5132398753894081,0.5083043423801269,0.004719455421187193,12,0.7933047878551965,0.8186064616582328,0.7961089494163424,0.8026733996432572,0.011324389001767972
0.2522083918253581,0.022717791964042076,0.020373185475667317,0.0012594376131857942,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.514396887159533,0.5167315175097277,0.5210280373831776,0.5173854806841461,0.002746365986445476,6,0.573374854028805,0.5784351887894122,0.5750972762645914,0.5756357730276028,0.0021006714871175526
0.4676046371459961,0.021230654239795834,0.03608099619547526,0.003139522032653013,0.1,3,200,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",0.511284046692607,0.5245136186770428,0.5241433021806854,0.5199803225167784,0.006151053757117283,4,0.6045153756325419,0.6126897625535228,0.6116731517509728,0.6096260966456791,0.0036375794457814605
0.3998369375864665,0.036267338867336206,0.0352931022644043,0.002869706268594165,0.1,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.5221789883268483,0.5159533073929962,0.5264797507788161,0.5215373488328868,0.004321286731123545,2,0.6597898014791748,0.6695212144803425,0.6696498054474708,0.6663202738023294,0.004618039662152676
0.7981603145599365,0.02313317615188885,0.06274453798929851,0.0024567418600832,0.1,5,200,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200}",0.5066147859922179,0.5019455252918288,0.514018691588785,0.5075263342909438,0.004970816588460593,13,0.776566757493188,0.7979758660957571,0.7894941634241245,0.7880122623376898,0.00880282174122333
0.705674409866333,0.08848864469463184,0.04981700579325358,0.00627089601374396,0.1,7,100,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",0.5151750972762645,0.5019455252918288,0.5116822429906542,0.5096009551862491,0.005597869411148954,11,0.7917477617750097,0.8182172051381861,0.8019455252918288,0.8039701640683417,0.010900526886978732
1.2147263685862224,0.02251037880432487,0.1103065013885498,0.031130665760715458,0.1,7,200,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200}",0.49571984435797667,0.4933852140077821,0.5046728971962616,0.4979259851873401,0.004865061901634902,15,0.9404437524328533,0.9493966523939276,0.9334630350194553,0.941101146615412,0.006521460265537055
0.23987825711568198,0.027783479154227495,0.021979331970214844,0.003340998167897629,0.2,3,100,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100}",0.511284046692607,0.5206225680933853,0.5163551401869159,0.5160872516576359,0.003817138429616991,7,0.6119112495134293,0.6228104320747373,0.6105058365758755,0.6150758393880141,0.005499196268752694
0.4660785992940267,0.017386529951341937,0.03685951232910156,0.002769230123331367,0.2,3,200,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200}",0.5151750972762645,0.5042801556420233,0.514018691588785,0.5111579815023576,0.004886217688718687,10,0.6975476839237057,0.7103931490852472,0.6945525291828794,0.7008311207306107,0.00687105172306381
0.3824496269226074,0.03536029349362443,0.03371270497639974,0.0006965010582932231,0.2,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.5050583657587548,0.4972762645914397,0.5109034267912772,0.5044126857138239,0.0055819688548926025,14,0.784741144414169,0.8014791747761775,0.7949416342412451,0.7937206511438638,0.006887598269980016
0.7557317415873209,0.01338098155014298,0.07213060061136882,0.004398298035542472,0.2,5,200,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200}",0.490272373540856,0.4778210116731518,0.4945482866043614,0.48754722393945643,0.007095550808714563,18,0.9252627481510315,0.9493966523939276,0.945136186770428,0.9399318624384624,0.010517448274669938
0.5938072204589844,0.0434978522602584,0.05032809575398763,0.002518472471284559,0.2,7,100,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",0.5058365758754864,0.4793774319066148,0.5070093457943925,0.4974077845254979,0.012758371343073033,16,0.9451148306734137,0.9587388088750487,0.9478599221789883,0.9505711872424835,0.0058831065599196115
0.8395864963531494,0.11018394425209785,0.05358131726582845,0.0037901004220051034,0.2,7,200,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200}",0.4910505836575875,0.47704280155642026,0.5015576323987538,0.48988367253758724,0.010042094535123728,17,0.9968859478396264,0.9992214869599065,0.9964980544747082,0.9975351630914137,0.0012028802815806686
