epoch,accuracy,loss,val_accuracy,val_loss
0,0.13742177188396454,2.0123236179351807,0.13263262808322906,1.9700958728790283
1,0.17346683144569397,1.9688769578933716,0.1601601541042328,1.9458307027816772
2,0.20100125670433044,1.9433568716049194,0.17517517507076263,1.9313371181488037
3,0.2080100178718567,1.9329451322555542,0.1931931972503662,1.921452522277832
4,0.2332916110754013,1.914587378501892,0.23823824524879456,1.889055848121643
5,0.24755944311618805,1.8984525203704834,0.24974974989891052,1.8725391626358032
6,0.2619524300098419,1.8781113624572754,0.2767767906188965,1.8508045673370361
7,0.26795995235443115,1.8634382486343384,0.28028029203414917,1.839658498764038
8,0.2812265455722809,1.849724531173706,0.29379379749298096,1.8262269496917725
9,0.2916145324707031,1.8318812847137451,0.315815806388855,1.8045117855072021
10,0.3113892376422882,1.825601577758789,0.3223223090171814,1.7913075685501099
11,0.31113892793655396,1.8094933032989502,0.3408408463001251,1.7782883644104004
12,0.33153942227363586,1.7934486865997314,0.34184184670448303,1.7698163986206055
13,0.3413016200065613,1.7900878190994263,0.353353351354599,1.7522598505020142
14,0.3390488028526306,1.78016197681427,0.37387385964393616,1.734940528869629
15,0.3496870994567871,1.7601850032806396,0.3543543517589569,1.73879075050354
16,0.35131415724754333,1.7609037160873413,0.3708708584308624,1.725480318069458
17,0.36207759380340576,1.7417620420455933,0.37287285923957825,1.7110165357589722
18,0.3723404109477997,1.7408602237701416,0.40190190076828003,1.6978989839553833
19,0.37459322810173035,1.7349196672439575,0.39289289712905884,1.6948131322860718
20,0.3733416795730591,1.7135365009307861,0.3953953981399536,1.691819190979004
21,0.37371715903282166,1.7069026231765747,0.4154154062271118,1.6598039865493774
22,0.3851063847541809,1.6987069845199585,0.42292290925979614,1.6537823677062988
23,0.38685858249664307,1.6928157806396484,0.4089089035987854,1.6674896478652954
24,0.3951188921928406,1.6807395219802856,0.4264264404773712,1.638193130493164
25,0.4050062596797943,1.674831748008728,0.4299299418926239,1.6394844055175781
26,0.4063829779624939,1.6612142324447632,0.4389389455318451,1.6323851346969604
27,0.40675845742225647,1.6424190998077393,0.44144144654273987,1.6198524236679077
28,0.4155193865299225,1.6372089385986328,0.4379379451274872,1.6186378002166748
29,0.4145181477069855,1.6350606679916382,0.4589589536190033,1.602252721786499
30,0.41789737343788147,1.631562352180481,0.4369369447231293,1.6193667650222778
31,0.4190237820148468,1.6229045391082764,0.44144144654273987,1.614524245262146
32,0.4259073734283447,1.6114161014556885,0.4589589536190033,1.5941238403320312
