epoch,accuracy,loss,val_accuracy,val_loss
33,0.42252814769744873,1.607140302658081,0.46146145462989807,1.5855848789215088
34,0.42891114950180054,1.5962433815002441,0.46296295523643494,1.5793637037277222
35,0.4365456700325012,1.5849525928497314,0.45845845341682434,1.58522367477417
36,0.43617022037506104,1.5716392993927002,0.46296295523643494,1.570757269859314
37,0.43717145919799805,1.5582900047302246,0.4789789915084839,1.547573447227478
38,0.4340425431728363,1.560670256614685,0.47597599029541016,1.5473644733428955
39,0.44881102442741394,1.5584744215011597,0.4809809923171997,1.539562463760376
40,0.44005006551742554,1.5322953462600708,0.45595595240592957,1.5792800188064575
41,0.4408009946346283,1.5340874195098877,0.48498499393463135,1.5307759046554565
42,0.4543178975582123,1.5140209197998047,0.47847849130630493,1.533284068107605
43,0.4564455449581146,1.5134408473968506,0.477477490901947,1.5235437154769897
44,0.4485607147216797,1.5231356620788574,0.47497496008872986,1.5199692249298096
45,0.45419272780418396,1.500266194343567,0.48848849534988403,1.499253511428833
46,0.47158947587013245,1.4903885126113892,0.4709709584712982,1.5278400182724
47,0.45994994044303894,1.495821475982666,0.49049049615859985,1.4965187311172485
48,0.45894867181777954,1.4829952716827393,0.4879879951477051,1.5039849281311035
49,0.46783480048179626,1.4759126901626587,0.49299299716949463,1.483999252319336
50,0.4737171530723572,1.458971619606018,0.4829829931259155,1.5095257759094238
51,0.4738422930240631,1.462372064590454,0.4789789915084839,1.506711721420288
52,0.4620775878429413,1.4490550756454468,0.4919919967651367,1.472754955291748
53,0.475344181060791,1.4446277618408203,0.4724724590778351,1.5203447341918945
54,0.4733416736125946,1.4383522272109985,0.4754754900932312,1.5181092023849487
55,0.4760951101779938,1.4331443309783936,0.477477490901947,1.5016686916351318
56,0.47496870160102844,1.426822304725647,0.4879879951477051,1.4759572744369507
57,0.48235294222831726,1.4127943515777588,0.4899899959564209,1.4811923503875732
58,0.4775969982147217,1.4194393157958984,0.49599599838256836,1.459335446357727
59,0.4811013638973236,1.4169095754623413,0.48848849534988403,1.4768763780593872
60,0.486483097076416,1.4044837951660156,0.4899899959564209,1.4733046293258667
61,0.48560699820518494,1.3975976705551147,0.48698699474334717,1.4762675762176514
62,0.48623278737068176,1.3744748830795288,0.49699699878692627,1.458117961883545
63,0.49299123883247375,1.3603789806365967,0.4944944977760315,1.4505196809768677
64,0.4918648302555084,1.3640986680984497,0.5020020008087158,1.4298698902130127
65,0.4893617033958435,1.3593430519104004,0.49599599838256836,1.4503957033157349
66,0.49236544966697693,1.3580477237701416,0.48698699474334717,1.4666668176651
67,0.5082603096961975,1.3414100408554077,0.4934934973716736,1.4428107738494873
68,0.4984981119632721,1.3378489017486572,0.5055055022239685,1.4206736087799072
69,0.5,1.3314213752746582,0.4954954981803894,1.4364945888519287
70,0.5,1.321852445602417,0.49849849939346313,1.4378972053527832
71,0.5090112686157227,1.3152555227279663,0.5010010004043579,1.4225401878356934
72,0.5132665634155273,1.2952271699905396,0.5075075030326843,1.4115623235702515
73,0.5123904943466187,1.302886724472046,0.4854854941368103,1.4580296277999878
74,0.5105131268501282,1.2874704599380493,0.4919919967651367,1.4437179565429688
75,0.5133917331695557,1.2871688604354858,0.5015015006065369,1.4161341190338135
76,0.5088860988616943,1.2933011054992676,0.5020020008087158,1.4176781177520752
77,0.513516902923584,1.2825151681900024,0.5010010004043579,1.4118382930755615
78,0.5130162835121155,1.2758688926696777,0.48948949575424194,1.446710467338562
79,0.5186483263969421,1.2541131973266602,0.500500500202179,1.4240055084228516
80,0.5185231566429138,1.2579691410064697,0.5120120048522949,1.394794225692749
81,0.5345431566238403,1.2344423532485962,0.5030030012130737,1.4157851934432983
82,0.518898606300354,1.2420645952224731,0.511011004447937,1.3932721614837646
83,0.5180225372314453,1.246350884437561,0.5035035014152527,1.4126474857330322
84,0.5272840857505798,1.2167505025863647,0.5045045018196106,1.4121441841125488
85,0.5329161286354065,1.2069119215011597,0.5095095038414001,1.4026157855987549
86,0.5221526622772217,1.225913166999817,0.5070070028305054,1.4086410999298096
87,0.5279098749160767,1.199332594871521,0.5155155062675476,1.3815360069274902
88,0.529036283493042,1.2098629474639893,0.5060060024261475,1.4136050939559937
89,0.5377972722053528,1.1792432069778442,0.511511504650116,1.3935697078704834
90,0.5332916378974915,1.184227466583252,0.511011004447937,1.389058232307434
91,0.5319148898124695,1.1786385774612427,0.5020020008087158,1.4067202806472778
92,0.5362953543663025,1.1653176546096802,0.5145145058631897,1.3895163536071777
93,0.5386733412742615,1.163030743598938,0.5050050020217896,1.3966395854949951
94,0.540175199508667,1.1466565132141113,0.5205205082893372,1.361130952835083
95,0.5438047647476196,1.159184455871582,0.5185185074806213,1.3811782598495483
96,0.5465582013130188,1.140220284461975,0.5080080032348633,1.387430191040039
97,0.5504380464553833,1.1320841312408447,0.5150150060653687,1.3854868412017822
98,0.5523154139518738,1.133399486541748,0.5150150060653687,1.3860489130020142
99,0.5440550446510315,1.1272687911987305,0.5210210084915161,1.3632855415344238
